unidade,mes,tipo_exame,pacientes_dia,exames_realizados,turno_mais_movimentado,temp_medio_exame,protocolo_emergencia,direcao_centrifuga,quantidade_refrigeradores,alinhamento_refrigeradores,cor_parede_laboratorio,cor_parede_coleta,aromatizador_eucalipto,cheiro_ambiente,musica_ambiente,cor_jaleco_funcionario,elemento_decorativo,janela_virada_para,hora_inicio_turno,cpf_biomedico,mes_nascimento_biomedico,dia_fechamento,chefe_setor,tipo_refrigeracao,tempo_entrega_resultado
Unidade A,ago/2024,hormonal,43,71,manhã,11.9,não,norte,2,lado_a_lado,grafite,laranja,não,café,nenhuma,azul_bebe,nenhum,sul,5,32949137049,abr,9,Marcos,controlada,29.23
Unidade E,ago/2025,,74,55,manhã,,não,oeste,4,dispersos,verde,branca,não,café,nenhuma,branco,cacto,sul,11,80873794860,abr,31,Ana,climatizada,46.73
Unidade A,set/2024,,50,69,tarde,,não,leste,2,dispersos,vinho,azul_cobalto,não,lavanda,rock,branco,samambaia,norte,12,32967117430,set,15,Nina,seca,30.5
Unidade D,mai/2025,imagem,66,51,manhã,14.5,não,norte,4,lado_a_lado,verde,azul_cobalto,não,café,rock,verde_limao,cacto,oeste,12,45701699935,nov,31,Carlos,umida,35.87
Unidade F,nov/2024,alergia,61,65,manhã,17.9,não,oeste,4,lado_a_lado,verde,amarela,não,lavanda,jazz,vinho,samambaia,norte,6,75445139222,fev,20,Nina,umida,41.76
Unidade A,fev/2025,urina,51,42,manhã,14.5,não,leste,4,dispersos,grafite,amarela,não,nenhum,nenhuma,vinho,vaso_bambu,oeste,8,68636920909,jun,18,Nina,umida,23.14
Unidade A,out/2025,sangue,45,60,tarde,18.8,não,sul,1,dispersos,cinza,verde,não,nenhum,rock,verde_limao,samambaia,leste,9,31168954774,fev,25,Marcos,climatizada,25.19
Unidade E,abr/2024,sangue,58,59,manhã,19.2,não,leste,4,dispersos,cinza,laranja,não,lavanda,pagode_90s,vinho,vaso_bambu,norte,6,38216972000,out,2,Marcos,umida,23.03
Unidade E,mar/2024,genético,56,59,tarde,22.1,não,sul,3,em_L,amarela,roxa,não,eucalipto,nenhuma,vinho,nenhum,norte,12,96174373228,out,18,Eduardo,seca,46.68
Unidade B,out/2025,urina,43,55,tarde,19.2,não,norte,3,em_L,amarela,branca,não,eucalipto,nenhuma,branco,nenhum,norte,9,55533521395,nov,19,Ana,controlada,26.01
Unidade F,set/2025,covid,40,78,tarde,24.0,não,sul,4,em_L,branca,verde,não,eucalipto,nenhuma,branco,samambaia,sul,12,53458649065,mar,27,Carlos,seca,30.81
Unidade C,abr/2024,genético,53,68,noite,23.5,não,sul,4,em_L,cinza,azul_cobalto,sim,nenhum,nenhuma,vinho,samambaia,norte,9,56680085885,mai,15,Marcos,seca,48.06
Unidade B,jan/2025,genético,46,57,manhã,19.7,não,leste,2,em_L,vinho,azul_cobalto,não,lavanda,nenhuma,branco,nenhum,oeste,6,25978591413,out,2,Nina,controlada,42.93
Unidade B,abr/2024,??!!##,43,62,manhã,22.1,sim,sul,3,lado_a_lado,verde,azul_cobalto,não,lavanda,nenhuma,verde_limao,nenhum,sul,6,88166748020,set,12,Carlos,climatizada,36.81
Unidade A,nov/2024,genético,41,45,tarde,10.8,não,sul,1,lado_a_lado,azul_cobalto,roxa,não,nenhum,nenhuma,vinho,samambaia,oeste,10,25703513198,nov,12,José,climatizada,37.8
Unidade D,fev/2025,urina,43,46,manhã,14.5,não,oeste,2,em_L,vinho,amarela,sim,lavanda,rock,azul_bebe,nenhum,oeste,9,75008922005,nov,6,Julia,seca,18.11
Unidade C,set/2024,sangue,43,74,tarde,,não,oeste,2,em_L,branca,verde,não,eucalipto,jazz,verde_limao,nenhum,oeste,6,51385364059,nov,8,José,seca,23.83
Unidade E,nov/2024,sangue,48,71,manhã,20.2,não,sul,2,em_L,vinho,branca,não,lavanda,rock,branco,vaso_bambu,norte,6,24896673758,abr,18,Bianca,controlada,22.53
Unidade B,jul/2025,covid,49,79,manhã,19.4,não,norte,4,dispersos,laranja,laranja,não,lavanda,rock,branco,nenhum,leste,10,53660613705,set,13,1234,seca,20.3
Unidade C,fev/2024,hormonal,57,66,noite,9.4,não,leste,4,dispersos,verde,roxa,não,café,jazz,branco,vaso_bambu,oeste,12,24761402191,abr,6,Nina,climatizada,34.62
Unidade A,ago/2024,imagem,46,56,manhã,22.4,não,sul,2,em_L,vinho,amarela,sim,lavanda,nenhuma,branco,nenhum,nenhuma,12,43611042826,set,23,Eduardo,umida,36.98
Unidade A,jan/2025,alergia,48,67,manhã,11.1,não,sul,1,lado_a_lado,branca,laranja,não,nenhum,jazz,azul_bebe,nenhum,nenhuma,5,13105076895,jan,19,Carlos,umida,36.36
Unidade B,set/2025,sangue,68,60,noite,15.1,não,norte,2,em_L,azul,laranja,não,nenhum,nenhuma,azul_bebe,samambaia,nenhuma,8,12732955083,abr,25,Ana,climatizada,25.3
Unidade D,mar/2024,alergia,48,57,manhã,16.1,não,sul,4,lado_a_lado,branca,branca,não,eucalipto,jazz,azul_bebe,cacto,leste,8,60616796817,jul,26,Marcos,climatizada,38.35
Unidade B,out/2024,sangue,49,62,manhã,,não,sul,4,em_L,azul_cobalto,laranja,não,café,jazz,branco,cacto,leste,5,32169423242,dez,3,José,climatizada,27.22
Unidade D,set/2025,urina,57,59,manhã,27.0,não,oeste,3,em_L,laranja,branca,não,café,jazz,azul_bebe,vaso_bambu,leste,5,16745570937,jan,14,José,climatizada,25.64
Unidade C,mar/2024,sangue,53,81,manhã,16.5,não,leste,1,lado_a_lado,azul_cobalto,amarela,sim,lavanda,nenhuma,branco,nenhum,sul,11,14346481660,jul,21,Ana,umida,23.93
Unidade A,jun/2024,imagem,51,47,tarde,18.5,não,norte,3,lado_a_lado,grafite,roxa,não,eucalipto,nenhuma,verde_limao,nenhum,sul,7,50481415646,abr,6,Nina,climatizada,34.46
Unidade B,jul/2024,alergia,58,70,tarde,16.4,não,leste,2,dispersos,azul_cobalto,azul_cobalto,não,eucalipto,nenhuma,azul_bebe,vaso_bambu,oeste,5,50636547421,jul,23,1234,controlada,40.55
Unidade D,mar/2025,covid,55,63,manhã,18.3,não,oeste,1,lado_a_lado,azul,roxa,sim,nenhum,rock,verde_limao,cacto,sul,12,19132969396,mai,9,1234,seca,23.66
Unidade E,jul/2025,imagem,59,53,tarde,23.2,,sul,1,em_L,azul,roxa,não,café,rock,verde_limao,samambaia,nenhuma,12,46803031365,jul,29,Carlos,umida,45.44
Unidade C,nov/2025,,49,57,tarde,15.1,,norte,3,dispersos,branca,verde,não,lavanda,pagode_90s,verde_limao,cacto,nenhuma,12,39878242991,ago,16,1234,controlada,37.67
Unidade D,out/2024,alergia,55,47,manhã,,não,sul,3,lado_a_lado,amarela,laranja,não,nenhum,nenhuma,azul_bebe,nenhum,nenhuma,5,87069435772,jan,9,Marcos,climatizada,37.24
Unidade D,mai/2025,alergia,46,51,tarde,19.2,não,sul,1,lado_a_lado,amarela,roxa,não,lavanda,nenhuma,verde_limao,nenhum,leste,10,43358052026,nov,12,1234,controlada,37.31
Unidade A,mar/2024,hormonal,50,68,manhã,15.1,não,leste,1,em_L,verde,branca,não,nenhum,rock,azul_bebe,nenhum,leste,12,87172151143,ago,2,Carlos,climatizada,30.68
Unidade B,ago/2025,sangue,57,47,noite,22.3,não,sul,2,lado_a_lado,azul_cobalto,azul_cobalto,não,nenhum,rock,vinho,nenhum,norte,8,21919661463,jan,31,Marcos,umida,27.44
Unidade B,out/2025,urina,36,70,tarde,19.2,sim,norte,4,lado_a_lado,branca,amarela,não,eucalipto,nenhuma,branco,samambaia,oeste,7,12350971108,fev,18,1234,umida,33.25
Unidade B,mar/2024,hormonal,48,73,noite,15.6,não,oeste,4,lado_a_lado,azul_cobalto,roxa,não,nenhum,nenhuma,verde_limao,nenhum,sul,8,32026276076,jul,12,Julia,climatizada,31.65
Unidade E,ago/2025,alergia,54,55,tarde,18.3,não,norte,2,lado_a_lado,branca,laranja,não,nenhum,nenhuma,azul_bebe,samambaia,leste,5,27805226787,fev,24,Marcos,controlada,41.61
Unidade A,ago/2025,hormonal,53,77,tarde,22.9,sim,sul,4,em_L,azul_cobalto,amarela,não,nenhum,nenhuma,vinho,samambaia,norte,7,11076627206,mai,16,Carlos,umida,42.24
Unidade A,mai/2024,urina,47,81,manhã,-20.8,sim,sul,4,lado_a_lado,laranja,laranja,não,café,rock,branco,vaso_bambu,sul,7,27722151781,jun,5,1234,controlada,31.29
Unidade D,fev/2024,hormonal,38,67,tarde,20.4,não,sul,3,em_L,amarela,branca,não,nenhum,jazz,branco,samambaia,leste,7,11792679487,fev,31,Nina,seca,32.13
Unidade E,fev/2024,,51,33,manhã,24.9,não,leste,3,lado_a_lado,azul,roxa,não,lavanda,jazz,branco,samambaia,oeste,7,87771736352,jul,11,Julia,umida,44.79
Unidade B,out/2025,,48,65,tarde,20.2,,oeste,1,lado_a_lado,vinho,branca,não,lavanda,rock,azul_bebe,vaso_bambu,leste,10,17970029277,abr,12,José,climatizada,23.47
Unidade F,mar/2024,sangue,52,58,noite,20.2,não,norte,1,dispersos,azul,laranja,não,café,nenhuma,vinho,nenhum,nenhuma,7,21415058364,dez,28,Marcos,controlada,26.93
Unidade A,mai/2025,sangue,55,51,tarde,7.0,sim,sul,4,lado_a_lado,cinza,amarela,não,nenhum,rock,verde_limao,vaso_bambu,nenhuma,10,60630289802,ago,17,Bianca,climatizada,28.68
Unidade A,ago/2024,genético,43,64,noite,12.1,não,leste,1,lado_a_lado,vinho,azul_cobalto,não,lavanda,jazz,azul_bebe,vaso_bambu,sul,8,44522405123,out,7,1234,seca,43.48
Unidade B,nov/2025,urina,57,52,tarde,17.0,não,oeste,1,em_L,amarela,branca,não,nenhum,jazz,branco,samambaia,nenhuma,12,15518327187,nov,23,Bianca,climatizada,22.44
Unidade A,jul/2025,imagem,70,46,tarde,17.8,não,leste,3,lado_a_lado,grafite,amarela,não,eucalipto,nenhuma,azul_bebe,vaso_bambu,nenhuma,9,58539989612,mai,13,José,umida,36.03
Unidade B,ago/2025,urina,51,63,manhã,,,oeste,2,lado_a_lado,azul,verde,não,eucalipto,nenhuma,azul_bebe,nenhum,sul,8,34180018943,ago,3,1234,umida,26.38
Unidade B,jun/2024,covid,45,66,manhã,14.9,sim,leste,1,dispersos,laranja,branca,não,lavanda,nenhuma,azul_bebe,nenhum,oeste,9,36975385472,mar,12,José,seca,35.38
Unidade D,jan/2024,alergia,45,63,tarde,19.7,,sul,2,em_L,grafite,azul_cobalto,não,café,nenhuma,verde_limao,nenhum,nenhuma,11,98580920528,jun,10,Nina,umida,38.21
Unidade D,nov/2025,covid,57,60,manhã,15.9,não,leste,3,lado_a_lado,vinho,azul_cobalto,não,lavanda,rock,verde_limao,nenhum,sul,12,18488217219,jul,20,Bianca,controlada,20.19
Unidade E,jun/2024,urina,44,62,tarde,12.8,não,norte,3,lado_a_lado,amarela,roxa,sim,lavanda,rock,azul_bebe,samambaia,norte,8,84069907324,out,19,Julia,umida,20.33
Unidade B,set/2025,urina,59,64,tarde,15.1,não,oeste,2,dispersos,grafite,amarela,sim,eucalipto,jazz,vinho,cacto,sul,12,94517038287,nov,9,1234,controlada,22.41
Unidade D,abr/2025,hormonal,46,82,manhã,21.1,não,oeste,3,dispersos,vinho,branca,não,café,nenhuma,branco,samambaia,oeste,10,63199653666,jul,28,Nina,umida,33.23
Unidade F,abr/2024,hormonal,62,85,manhã,22.7,não,oeste,4,dispersos,azul_cobalto,laranja,não,lavanda,nenhuma,azul_bebe,nenhum,leste,10,76363397972,jan,11,1113,seca,35.67
Unidade D,out/2024,,48,41,manhã,,sim,sul,1,dispersos,grafite,amarela,não,eucalipto,rock,azul_bebe,cacto,oeste,8,98526512220,dez,14,Bianca,seca,33.06
Unidade E,fev/2025,hormonal,48,85,manhã,24.1,,oeste,1,lado_a_lado,azul,roxa,não,lavanda,nenhuma,branco,samambaia,oeste,10,53218295979,jan,10,José,seca,32.6
Unidade E,abr/2024,alergia,47,46,tarde,19.3,não,norte,2,lado_a_lado,azul,amarela,não,café,rock,verde_limao,nenhum,oeste,8,26152592759,mai,21,1234,controlada,37.22
Unidade D,jul/2024,sangue,45,63,tarde,7.9,não,leste,1,dispersos,amarela,branca,não,nenhum,nenhuma,verde_limao,nenhum,norte,7,99664584179,mai,27,Marcos,climatizada,19.61
Unidade C,jul/2024,hormonal,56,57,manhã,15.9,sim,sul,1,dispersos,laranja,azul_cobalto,não,lavanda,rock,verde_limao,samambaia,norte,12,27217454882,jul,21,Carlos,umida,36.63
Unidade E,jan/2025,sangue,55,72,tarde,22.1,não,sul,1,dispersos,laranja,amarela,não,nenhum,nenhuma,branco,nenhum,leste,10,55240145708,ago,7,1234,seca,23.5
Unidade C,mai/2024,sangue,42,84,manhã,16.9,não,sul,1,dispersos,azul,laranja,não,lavanda,nenhuma,vinho,samambaia,norte,10,51531840590,dez,14,Ana,seca,18.34
Unidade E,dez/2024,alergia,56,49,manhã,24.8,não,norte,3,dispersos,verde,roxa,não,lavanda,rock,verde_limao,samambaia,norte,11,36163760590,fev,9,Carlos,umida,41.37
Unidade B,fev/2024,,65,69,manhã,,sim,sul,1,lado_a_lado,cinza,branca,não,café,rock,verde_limao,cacto,norte,8,64721253614,fev,19,Eduardo,controlada,34.77
Unidade D,set/2024,imagem,55,38,manhã,18.4,não,leste,2,lado_a_lado,cinza,branca,sim,nenhum,jazz,azul_bebe,cacto,norte,10,19963665758,mar,1,Nina,climatizada,35.98
Unidade D,mar/2024,genético,44,63,manhã,15.6,sim,leste,2,em_L,amarela,azul_cobalto,não,lavanda,pagode_90s,azul_bebe,nenhum,oeste,12,83822563804,ago,2,Marcos,climatizada,52.15
Unidade F,jan/2024,genético,56,37,manhã,18.2,não,oeste,2,em_L,cinza,branca,não,eucalipto,jazz,verde_limao,samambaia,leste,7,12745262144,ago,3,Eduardo,umida,43.65
Unidade F,mai/2024,imagem,53,66,manhã,12.1,não,leste,4,lado_a_lado,grafite,roxa,não,café,rock,azul_bebe,cacto,oeste,9,92198022667,mar,13,Carlos,umida,32.83
Unidade C,dez/2025,imagem,42,36,tarde,,não,leste,1,lado_a_lado,amarela,laranja,não,café,nenhuma,vinho,cacto,oeste,6,21861638399,jun,20,Ana,umida,39.41
Unidade F,set/2025,genético,56,70,tarde,15.2,não,norte,2,dispersos,amarela,branca,não,nenhum,rock,verde_limao,nenhum,norte,6,15249161625,out,1,José,umida,41.48
Unidade D,mar/2024,sangue,54,72,tarde,25.4,não,leste,3,em_L,branca,verde,não,nenhum,pagode_90s,azul_bebe,nenhum,sul,5,43687192264,ago,1,Marcos,climatizada,27.17
Unidade D,jul/2025,imagem,52,61,manhã,13.3,não,oeste,1,lado_a_lado,grafite,roxa,não,eucalipto,rock,branco,samambaia,leste,5,44417019943,fev,16,Ana,climatizada,32.87
Unidade E,mar/2025,sangue,57,57,manhã,22.6,não,oeste,2,em_L,amarela,verde,não,eucalipto,nenhuma,verde_limao,cacto,leste,8,87800395790,nov,18,Bianca,umida,24.92
Unidade C,ago/2025,sangue,62,59,tarde,11.6,não,norte,4,dispersos,branca,amarela,não,nenhum,rock,branco,vaso_bambu,sul,7,15478146450,jul,1,Eduardo,umida,22.85
Unidade E,dez/2025,covid,56,68,tarde,16.9,não,norte,1,lado_a_lado,vinho,roxa,não,nenhum,pagode_90s,branco,vaso_bambu,oeste,11,44814981285,jun,14,Marcos,controlada,27.15
Unidade D,out/2024,??!!##,42,59,manhã,21.9,sim,sul,2,em_L,cinza,branca,não,café,jazz,verde_limao,samambaia,leste,6,74669961060,out,13,Bianca,seca,31.97
Unidade A,abr/2024,,51,65,manhã,17.0,,leste,2,lado_a_lado,amarela,azul_cobalto,não,café,jazz,branco,cacto,norte,8,84452517458,dez,24,Eduardo,climatizada,31.22
Unidade E,fev/2024,hormonal,51,64,noite,19.6,não,oeste,1,em_L,verde,azul_cobalto,não,nenhum,rock,branco,vaso_bambu,nenhuma,7,63470117386,dez,5,José,climatizada,32.89
Unidade A,dez/2025,covid,54,46,manhã,24.5,não,sul,1,dispersos,branca,azul_cobalto,sim,café,rock,vinho,vaso_bambu,norte,8,80726993344,abr,22,José,umida,27.9
Unidade E,set/2024,,65,53,tarde,20.4,,oeste,1,dispersos,amarela,amarela,não,lavanda,nenhuma,verde_limao,cacto,leste,8,92685844315,abr,19,Bianca,climatizada,38.34
Unidade B,abr/2024,urina,33,50,manhã,22.6,não,oeste,4,em_L,vinho,verde,não,eucalipto,rock,branco,nenhum,norte,7,26362730330,out,2,José,seca,24.96
Unidade B,out/2025,imagem,36,61,tarde,15.2,não,norte,3,dispersos,verde,azul_cobalto,não,lavanda,jazz,azul_bebe,vaso_bambu,leste,10,56027079082,mar,24,Eduardo,climatizada,33.51
Unidade B,nov/2025,,54,53,manhã,21.9,não,norte,3,lado_a_lado,azul_cobalto,branca,não,nenhum,jazz,verde_limao,vaso_bambu,nenhuma,5,86702143463,mar,31,José,controlada,26.29
Unidade E,fev/2024,genético,57,60,tarde,14.4,não,sul,2,lado_a_lado,vinho,roxa,não,nenhum,nenhuma,branco,nenhum,leste,9,39897497845,jul,7,Ana,climatizada,41.66
Unidade C,fev/2025,sangue,44,67,manhã,10.9,não,leste,1,lado_a_lado,amarela,roxa,sim,lavanda,rock,verde_limao,vaso_bambu,oeste,11,96317009161,nov,8,Carlos,controlada,20.84
Unidade C,abr/2024,imagem,41,78,tarde,19.7,não,sul,4,em_L,branca,laranja,não,nenhum,jazz,verde_limao,cacto,oeste,8,58561426840,mar,28,Marcos,climatizada,37.46
Unidade E,jun/2025,hormonal,60,69,tarde,20.5,não,sul,2,em_L,amarela,laranja,não,café,jazz,vinho,samambaia,leste,8,94059932615,ago,1,Eduardo,seca,30.57
Unidade C,ago/2025,covid,37,56,tarde,21.9,não,oeste,2,em_L,laranja,verde,sim,café,rock,vinho,nenhum,norte,9,53407593076,mar,23,Marcos,climatizada,25.48
Unidade C,ago/2024,imagem,55,63,manhã,18.1,não,leste,4,lado_a_lado,vinho,branca,não,café,pagode_90s,branco,vaso_bambu,norte,9,67637306511,mar,3,Ana,climatizada,30.91
Unidade B,jun/2024,urina,66,64,tarde,9.4,não,norte,3,lado_a_lado,cinza,amarela,não,eucalipto,nenhuma,branco,vaso_bambu,norte,6,92323328735,abr,31,José,seca,21.48
Unidade C,mai/2024,imagem,57,61,noite,15.4,não,norte,2,em_L,azul,laranja,não,café,jazz,verde_limao,vaso_bambu,oeste,12,62241512436,jun,1,Ana,climatizada,36.0
Unidade E,ago/2025,covid,59,65,tarde,10.8,,norte,4,lado_a_lado,grafite,laranja,não,eucalipto,pagode_90s,branco,cacto,sul,8,73589376699,mar,9,Ana,seca,20.82
Unidade F,ago/2024,imagem,69,55,tarde,18.9,não,oeste,4,dispersos,cinza,amarela,não,eucalipto,rock,verde_limao,nenhum,norte,11,38811244672,jan,29,Ana,umida,33.43
Unidade A,out/2025,genético,52,76,manhã,21.0,não,norte,1,lado_a_lado,laranja,azul_cobalto,não,nenhum,nenhuma,verde_limao,vaso_bambu,norte,5,85582411006,jul,28,Eduardo,seca,42.71
Unidade C,jan/2025,sangue,42,50,noite,16.3,sim,sul,4,lado_a_lado,verde,roxa,não,café,rock,verde_limao,samambaia,norte,5,69497919692,set,18,Ana,umida,30.16
Unidade D,out/2024,covid,59,44,manhã,22.2,não,leste,1,lado_a_lado,laranja,roxa,sim,eucalipto,jazz,verde_limao,vaso_bambu,sul,5,94300138650,dez,23,Ana,seca,24.57
Unidade A,jun/2025,urina,54,55,tarde,17.4,sim,sul,2,em_L,cinza,verde,não,lavanda,jazz,azul_bebe,nenhum,norte,10,21362586988,dez,1,Marcos,umida,39.12
Unidade D,jan/2024,alergia,48,63,noite,25.0,,sul,4,em_L,branca,branca,não,café,jazz,azul_bebe,samambaia,oeste,6,40848560998,dez,29,Marcos,climatizada,46.89
Unidade A,out/2025,alergia,48,55,noite,14.7,,oeste,1,dispersos,cinza,branca,não,café,nenhuma,verde_limao,vaso_bambu,oeste,6,61767146908,abr,28,Eduardo,controlada,38.5
Unidade A,fev/2024,alergia,58,70,manhã,22.8,não,leste,1,lado_a_lado,azul,laranja,não,nenhum,jazz,vinho,cacto,oeste,6,57779165184,jan,21,Marcos,seca,43.47
Unidade B,jun/2024,genético,42,58,tarde,,,sul,4,lado_a_lado,azul_cobalto,roxa,não,nenhum,nenhuma,azul_bebe,samambaia,nenhuma,9,15677782616,ago,20,Bianca,controlada,44.7
Unidade A,jun/2025,covid,48,53,manhã,22.0,não,oeste,4,em_L,laranja,branca,sim,eucalipto,pagode_90s,branco,samambaia,norte,6,10391343312,dez,22,Julia,seca,27.52
Unidade C,abr/2024,imagem,49,53,manhã,22.9,não,oeste,1,dispersos,verde,amarela,não,eucalipto,nenhuma,branco,cacto,sul,12,18497156989,jul,6,Bianca,climatizada,38.1
Unidade D,ago/2024,covid,51,62,manhã,14.9,não,leste,3,lado_a_lado,vinho,amarela,não,nenhum,jazz,branco,cacto,sul,5,38425847707,set,20,Eduardo,umida,24.77
Unidade B,mar/2024,alergia,46,44,tarde,14.9,sim,oeste,2,lado_a_lado,grafite,verde,não,café,jazz,vinho,vaso_bambu,sul,9,68906057225,out,29,1234,umida,48.66
Unidade D,dez/2025,,47,76,noite,20.3,não,norte,1,lado_a_lado,laranja,verde,não,café,nenhuma,branco,cacto,nenhuma,6,77632393286,mai,13,Ana,climatizada,26.16
Unidade D,jun/2024,genético,48,59,manhã,23.6,não,sul,2,lado_a_lado,verde,branca,não,café,rock,azul_bebe,vaso_bambu,oeste,10,47984771676,fev,6,Nina,umida,42.12
Unidade F,nov/2025,urina,49,60,tarde,21.7,não,leste,1,em_L,amarela,verde,não,eucalipto,pagode_90s,verde_limao,vaso_bambu,norte,11,82681537770,jun,22,Eduardo,seca,24.92
Unidade B,mar/2024,imagem,57,49,tarde,19.5,não,oeste,3,em_L,azul,branca,não,lavanda,nenhuma,vinho,vaso_bambu,oeste,5,78865619217,mar,8,Ana,controlada,37.65
Unidade A,set/2024,imagem,60,39,tarde,15.7,não,oeste,3,lado_a_lado,verde,verde,não,eucalipto,rock,branco,nenhum,norte,9,34319681404,fev,7,Carlos,controlada,31.33
Unidade E,mar/2025,hormonal,54,46,noite,17.4,,norte,3,lado_a_lado,azul_cobalto,azul_cobalto,não,lavanda,nenhuma,verde_limao,nenhum,leste,7,83643082528,out,16,Julia,seca,35.55
Unidade B,abr/2024,hormonal,42,60,tarde,11.3,não,leste,3,lado_a_lado,amarela,azul_cobalto,não,lavanda,nenhuma,vinho,samambaia,norte,8,95485849184,mar,30,Marcos,controlada,28.81
Unidade C,dez/2025,sangue,67,53,tarde,11.5,sim,leste,4,dispersos,vinho,amarela,não,café,jazz,azul_bebe,nenhum,nenhuma,11,68733406217,out,2,Marcos,seca,29.78
Unidade C,set/2025,covid,41,71,tarde,20.2,não,leste,2,dispersos,azul,amarela,não,café,rock,vinho,samambaia,sul,12,14313579775,abr,24,Carlos,umida,29.73
Unidade D,out/2024,sangue,56,67,tarde,17.5,não,norte,1,dispersos,verde,laranja,não,eucalipto,rock,azul_bebe,cacto,leste,10,98950474786,jun,20,Julia,controlada,23.14
Unidade E,ago/2025,genético,62,52,tarde,26.9,não,leste,4,em_L,vinho,branca,sim,lavanda,rock,azul_bebe,cacto,sul,11,22971543437,fev,19,José,controlada,48.31
Unidade A,nov/2024,sangue,49,58,manhã,16.8,não,oeste,3,dispersos,grafite,branca,não,eucalipto,nenhuma,verde_limao,samambaia,oeste,5,97598613759,dez,29,Carlos,controlada,21.79
Unidade E,mar/2025,imagem,49,70,tarde,23.4,não,norte,2,lado_a_lado,amarela,verde,sim,nenhum,jazz,verde_limao,samambaia,norte,10,27800194659,fev,4,Eduardo,climatizada,40.62
Unidade D,set/2025,,47,57,noite,12.5,não,leste,4,em_L,grafite,roxa,não,nenhum,pagode_90s,branco,vaso_bambu,norte,5,61334798473,jun,30,1234,seca,23.01
Unidade E,jul/2025,sangue,49,64,manhã,21.4,sim,oeste,2,dispersos,laranja,branca,não,café,pagode_90s,vinho,nenhum,leste,8,53039561688,dez,25,Carlos,controlada,32.87
Unidade B,fev/2024,sangue,40,47,tarde,15.8,não,norte,3,lado_a_lado,verde,roxa,não,café,nenhuma,azul_bebe,nenhum,norte,10,13580765831,set,19,José,umida,24.04
Unidade C,ago/2024,genético,54,42,noite,18.2,sim,leste,4,lado_a_lado,laranja,azul_cobalto,sim,nenhum,jazz,azul_bebe,vaso_bambu,norte,8,91176644617,jul,14,Eduardo,seca,60.21
Unidade C,nov/2024,imagem,50,68,manhã,12.2,não,oeste,4,dispersos,verde,laranja,não,lavanda,pagode_90s,azul_bebe,nenhum,oeste,11,82307891539,jul,17,José,climatizada,31.67
Unidade C,mar/2024,urina,53,62,manhã,17.0,não,oeste,4,dispersos,cinza,verde,não,eucalipto,pagode_90s,verde_limao,nenhum,norte,6,62819476029,jun,24,1234,umida,21.65
Unidade C,ago/2024,covid,52,70,tarde,17.1,não,oeste,3,lado_a_lado,laranja,branca,não,lavanda,pagode_90s,azul_bebe,nenhum,leste,5,20479530741,ago,18,Eduardo,umida,27.94
Unidade F,mai/2024,hormonal,34,57,tarde,-21.8,,oeste,4,dispersos,azul,roxa,não,eucalipto,rock,verde_limao,nenhum,oeste,12,96641105707,set,26,José,seca,34.4
Unidade A,nov/2024,imagem,57,71,tarde,,não,oeste,1,lado_a_lado,azul,verde,não,nenhum,rock,vinho,vaso_bambu,oeste,11,83134277119,ago,19,Eduardo,seca,37.94
Unidade D,mai/2025,,60,60,tarde,20.7,não,sul,2,lado_a_lado,verde,roxa,sim,nenhum,jazz,azul_bebe,vaso_bambu,norte,9,99541720132,fev,7,1234,climatizada,41.2
Unidade E,jan/2024,imagem,52,59,manhã,14.5,não,norte,1,em_L,azul,roxa,não,lavanda,nenhuma,vinho,cacto,leste,10,83580871920,fev,14,1234,climatizada,35.9
Unidade E,dez/2024,covid,41,74,tarde,17.5,sim,sul,4,em_L,laranja,verde,não,lavanda,nenhuma,verde_limao,vaso_bambu,sul,11,37209995841,set,3,Carlos,umida,36.68
Unidade C,jan/2025,genético,40,60,manhã,13.1,não,sul,1,dispersos,vinho,amarela,não,eucalipto,jazz,vinho,samambaia,norte,7,28921607998,jan,29,Julia,controlada,43.25
Unidade D,mai/2024,imagem,57,46,tarde,18.9,não,oeste,2,em_L,branca,amarela,não,eucalipto,pagode_90s,verde_limao,vaso_bambu,oeste,5,26956330269,ago,2,Julia,climatizada,34.28
Unidade E,jun/2025,imagem,56,56,manhã,19.8,,leste,4,em_L,grafite,amarela,não,lavanda,pagode_90s,verde_limao,nenhum,oeste,9,37563712082,dez,3,1234,umida,31.8
Unidade F,dez/2025,covid,56,44,manhã,12.4,não,oeste,3,em_L,azul_cobalto,amarela,não,nenhum,jazz,branco,cacto,oeste,10,27730134051,abr,3,Nina,umida,23.07
Unidade E,dez/2025,alergia,57,63,noite,13.9,não,oeste,4,lado_a_lado,azul,azul_cobalto,não,eucalipto,nenhuma,vinho,samambaia,leste,12,38695535420,abr,26,Julia,climatizada,39.23
Unidade C,jan/2024,alergia,62,62,noite,9.9,sim,oeste,4,em_L,verde,branca,não,nenhum,jazz,verde_limao,vaso_bambu,norte,5,48873629821,jul,2,Bianca,climatizada,45.86
Unidade E,ago/2024,,37,59,manhã,,não,oeste,1,em_L,azul_cobalto,verde,não,lavanda,jazz,vinho,vaso_bambu,sul,8,46737096693,jan,20,Marcos,climatizada,38.24
Unidade F,mai/2024,alergia,66,58,tarde,17.5,não,sul,3,dispersos,vinho,azul_cobalto,não,eucalipto,rock,branco,nenhum,leste,8,30979414179,fev,27,Ana,climatizada,41.64
